"","Complexity","Adversity","Positive","Typicality","Importance","Humor","Negative"
"1",0.332898758949599,0.161407257714161,0.376259740420155,0.579419420938914,0.412187833920255,0.257844918213156,0.121011730549652
"2",0.316763622220087,0.166915168283857,0.425784246658682,0.557068313362054,0.416319415683845,0.315812486179945,0.159778371860425
"3",0.237389452856745,0.149308144426618,0.355382906825362,0.495623111368527,0.348983201620464,0.273522715636603,0.12005083615077
"4",0.333817757150365,0.104275608011192,0.35440547439523,0.573272844045742,0.376656206417831,0.264409142434213,0.0956845954107415
"5",0.41056402730765,0.168897360677982,0.374440311352423,0.620574226935963,0.479661889978615,0.191917852701069,0.104973044315915
"6",0.360380125667074,0.180675739625526,0.370617294853677,0.566608359772129,0.451639638864113,0.221410387976424,0.122303428584352
"7",0.38410176335312,0.182392555152151,0.357709856193833,0.602883739205555,0.443847629695264,0.219742399839937,0.10517607270618
"8",0.277497520215746,0.0817774311735227,0.262909639210077,0.505938922820036,0.297475323807224,0.0905968162879555,0.0504917032183585
"9",0.35200789154769,0.102103746501772,0.235574651495988,0.525613744433382,0.390511801116358,0.12040574643472,0.0403312152904122
"10",0.302308953910867,0.129993266235616,0.263725991286994,0.565853312223371,0.373658121081774,0.142530283515803,0.0775801308590312
"11",0.284702703023823,0.116335423928531,0.276344658742128,0.513904603909201,0.33000443500142,0.151956071349378,0.0503522453027898
"12",0.355040857665851,0.164673685152557,0.285691175596634,0.578368975090797,0.444970643602344,0.11312135203053,0.0523536855024812
"13",0.244146284357325,0.101579265225747,0.260139520086073,0.460520949963005,0.276459989077955,0.145196021076955,0.0711485797233331
"14",0.32853531671589,0.14060180648527,0.229397098925589,0.517763244652639,0.408349284137109,0.0785162491112953,0.0925256967852119
"15",0.311316647659403,0.110294387092151,0.257440852538903,0.551423232809245,0.402969499565342,0.132034901242134,0.070245404655795
"16",0.30570545919568,0.14041985852115,0.279342518601683,0.524917786791006,0.376097483254482,0.177271883969972,0.104253859770311
"17",0.351810843063719,0.104041283187123,0.239212216324106,0.552069971025949,0.363528757684589,0.0913918016534906,0.0636229146083773
"18",0.347094371446799,0.132543097602002,0.30672770663294,0.55388076662697,0.380571178022422,0.155218137937847,0.0996301608357805
"19",0.368464734055176,0.0915872749638946,0.301928022980889,0.520463060523211,0.364481426564127,0.17588348114237,0.0803128584371922
"20",0.272175070117531,0.127849879951616,0.234194854245661,0.484643254186208,0.302420154106718,0.151488414495523,0.0115176741055706
"21",0.350387220842387,0.249755072432158,0.315528311658816,0.514332896915802,0.375591046051602,0.217430865725991,0.13300893031316
"22",0.328728923846806,0.289323850103018,0.264623591901289,0.558206107039955,0.450621820088824,0.177669850774774,0.0671491636237473
"23",0.31955508184833,0.21104467033908,0.268184645892604,0.502545956900449,0.377187847743359,0.16078003792025,0.0878554667595104
"24",0.371743660071234,0.14620672881774,0.292377663845198,0.586777054883908,0.427889228930051,0.146447520816122,0.0686576577603841
"25",0.342986005858541,0.154690748057605,0.291357553770135,0.5061683601177,0.371990271392101,0.18977789735825,0.111128137549242
"26",0.37569954230612,0.115445484811387,0.289640920577471,0.535971555456462,0.361576545166077,0.144386060680769,0.0524115753474076
"27",0.356203062498662,0.149981645959629,0.320235016947657,0.562591960565168,0.388194291736995,0.158828413252487,0.0880604860311976
"28",0.350832049776687,0.121839349533651,0.285428177980108,0.522750762128801,0.366966068541088,0.14563529796225,0.0325177404629548
"29",0.34755245180574,0.112963599619697,0.322458953945358,0.546799273390074,0.374821724167547,0.174992737842742,0.0893193827595805
"30",0.348202815216683,0.0881668118024728,0.251838173386612,0.543214887037077,0.416818412406153,0.137168214180953,0.0206111831202018
"31",0.347668378015625,0.0898893586656399,0.233930793611911,0.493303371021733,0.354082531709083,0.125783617718943,0.0150984969735209
"32",0.353912166425799,0.138098473145794,0.281725859868427,0.523465756648035,0.395263199933498,0.156194626796821,0.0647835759430107
"33",0.366043650719956,0.156764199805758,0.306941933849956,0.563000995568446,0.417507666377595,0.194169457750509,0.0865533646922123
"34",0.329353909829613,0.111742588352589,0.228716804611619,0.453455884414145,0.304890145145439,0.117624728775699,-0.0145067570692592
"35",0.342866449073413,0.173486872610398,0.32936641476296,0.483031064500509,0.372881206536248,0.227560789514782,0.102054064042054
"36",0.402534003401107,0.127923817211239,0.354237554236078,0.543947553598407,0.422546246244218,0.235177361212356,0.127599374522126
"37",0.351967998374029,0.189634440068287,0.397942850000592,0.547436065190396,0.453839095414102,0.284702007838629,0.150976571536895
"38",0.403689627516858,0.149545697145676,0.35607911684963,0.588506525896363,0.453216077741682,0.246231955034605,0.12398762181474
"39",0.413741655365064,0.113551949953898,0.291162141695782,0.520156677926815,0.434280669336995,0.165371579313772,0.0408880637652341
"40",0.369974814846508,0.184320535969377,0.348771435052445,0.531603203978057,0.430293158587977,0.268833163414919,0.131852151674075
"41",0.345101550204003,0.139882181028494,0.269847065444812,0.495480969543254,0.40572932351775,0.24449235760616,0.139705866617913
"42",0.338060270182476,0.145319446830982,0.342800238802663,0.525306581591683,0.413310969446314,0.238328734232651,0.129865290423484
"43",0.396219497716729,0.214288485559265,0.377476553461383,0.570772772152475,0.470859437302266,0.244363467252756,0.146802366253664
"44",0.300577915735239,0.161033549391897,0.321192049387412,0.483914127468866,0.405859131921223,0.23555443736235,0.1387648504253
"45",0.329032110411947,0.0808825316119442,0.20154993848052,0.547105923701624,0.340942159333225,0.039630226051735,-0.014248806981189
"46",0.336246616125629,0.104322072944483,0.313378062595807,0.512210649191437,0.387308684784065,0.171380792762402,0.125728671745284
"47",0.353102654777623,0.0863019182141821,0.265101556132941,0.562800195460971,0.35769937877471,0.0831670086290101,0.0752075797007252
"48",0.366312982083451,0.133980486336434,0.304119885879134,0.579955760149558,0.398311686077598,0.191375165936739,0.120880101362517
"49",0.377569143001344,0.0927141371131026,0.263951523599676,0.569745948167484,0.407190979038321,0.115795021040712,0.0744426319865273
"50",0.347164972813787,0.111369383156519,0.309907479328489,0.579780655042558,0.366643317375992,0.225956559238564,0.114875601760687
"51",0.371982712357383,0.161271959690496,0.308775215040654,0.620947093531978,0.456522113773473,0.206711102699625,0.13768724447402
"52",0.324158763132353,0.138141592011489,0.370280314227929,0.557021723471262,0.411328396380952,0.284716368697178,0.159667722493781
"53",0.290943175661963,0.132100541743394,0.247285847109627,0.556326491775924,0.398362730007645,0.12875003755928,0.0497805930546462
"54",0.313232120600956,0.0935111099767842,0.219644683111989,0.573163796493181,0.390546018370307,0.124105863991838,0.0548193275285132
"55",0.348254676174016,0.145635462848684,0.268647050242005,0.565984253565108,0.434980967508954,0.156571454848981,0.0957186341411869
"56",0.373540496460986,0.0348923909938451,0.190557632872556,0.531351494878728,0.358353088421585,0.0148017465647614,-0.0188881214647757
"57",0.342124214422491,0.110181817728063,0.29988765501076,0.564773732666869,0.395121661490098,0.187729919066549,0.0710280686015693
"58",0.343015575091301,0.124190680427237,0.265075043151831,0.571082193987961,0.405428142472888,0.135037627693547,0.0340446902548054
"59",0.246848868228088,0.171962122656301,0.320183940371782,0.481572499384426,0.365061136444462,0.245970224489084,0.102311940874495
"60",0.337344215171945,0.194398608440652,0.36536651632745,0.547861878197734,0.442773814237269,0.251511794317056,0.137973846643871
"61",0.208321052310134,0.050296398677177,0.247168526781818,0.372347589983209,0.282646081824855,0.188711574994161,0.0709647131494207
"62",0.244058245401852,0.152587732540791,0.36350912717214,0.484365605877128,0.332464840914541,0.317971841871953,0.157971605689787
"63",0.292444104809986,0.162683850891007,0.302207308164542,0.537577978793441,0.377980144364877,0.233416241729626,0.0777810943661867
"64",0.285500687984215,0.119183554507126,0.305122155802192,0.53564109082005,0.391395561161667,0.176927683674471,0.0514463824424081
"65",0.366952247478639,0.147341085596163,0.307093277306134,0.576826590140078,0.445942151980995,0.167127821843613,0.0844148536319909
"66",0.294703448318558,0.213459878141421,0.380768755995315,0.44660819011304,0.398688251764046,0.29485096949568,0.206313188511232
"67",0.277219157507565,0.118320483170008,0.235402721723238,0.447117595292337,0.331402531961723,0.166941729861295,0.0845711104129608
"68",0.338482033143908,0.0967499393222203,0.283381512989876,0.51811373645726,0.387574143832791,0.141373314038685,0.0627759704582504
"69",0.382286053417209,0.14415716423947,0.324133768398796,0.585215321514699,0.442771408780495,0.165671682935457,0.0900777642996097
"70",0.390301732234151,0.143031103653421,0.318397821943158,0.545810488199806,0.427371233189238,0.157699699136439,0.0830735706166178
"71",0.365640515447522,0.154014077845091,0.319814201488222,0.557417453689791,0.432908171301601,0.17376709866823,0.112819434265395
"72",0.225067922109437,0.144281907387278,0.357405694957181,0.395529480231593,0.247617188391497,0.216202585404153,0.0782226978809462
"73",0.326272468656784,0.117390264389136,0.286808267450008,0.585088346147646,0.400214108996472,0.177384158046609,0.0593541645900266
"74",0.306755288349216,0.199630412732674,0.314965145693784,0.560288268463255,0.425725502958894,0.216505354550139,0.0885040987025315
"75",0.202060412541826,0.0791740025041315,0.278972653936612,0.393986674838213,0.308345634963805,0.230239301000578,0.104122198120163
"76",0.306357366115349,0.173638886022251,0.353559538755218,0.529481554276008,0.39152545672961,0.261506380886241,0.109835324314076
"77",0.252221160997753,0.100344142542474,0.329598746140901,0.469152842913469,0.372593074597064,0.207724659563637,0.0768281979311196
"78",0.257969995310064,0.164861219488069,0.293890732416803,0.521169718350971,0.359288191658578,0.238044419410164,0.0839227405985819
"79",0.20763831350475,0.200961051584858,0.269994283736076,0.510427508076484,0.327629148012253,0.150429728667586,0.0205750824515346
"80",0.30978225042267,0.172946423012909,0.300021802099086,0.537625279377052,0.400320122454401,0.174568172248778,0.0498233751888434
"81",0.338855989102025,0.193462400144943,0.345629499021726,0.552636558422038,0.415154692490762,0.240526394108521,0.127932948697965
"82",0.294643521870289,0.0649655214141395,0.297173266053749,0.499106381888061,0.38307310305634,0.167481630685473,0.0393885071083969
"83",0.132190989240336,0.1411012053735,0.266972896629705,0.321285708763743,0.218716401243162,0.225483614621663,0.115908269518473
"84",0.273248761075984,0.132521935548659,0.271277761146491,0.467467589667487,0.363098953049571,0.178026601096973,0.0858488532300997
"85",0.378522618571777,0.144449660592247,0.285560997218025,0.538744591502191,0.410005238381348,0.153593523962967,0.0788903440621418
"86",0.386449649574809,0.0944358407806726,0.269491349349752,0.582414791069189,0.413972827362383,0.125659260461303,0.0580077241922973
"87",0.376691870653092,0.106930804116241,0.266562694676963,0.557757424990319,0.422356462738935,0.101642553537486,0.0407639900058583
"88",0.361862107469705,0.22965724688572,0.336628661322865,0.563346615680893,0.399006445732184,0.228739177032293,0.136999168527794
"89",0.337511273250751,0.141717794612764,0.353537698351002,0.545366253417192,0.399064505849203,0.20322408051824,0.100475758281393
"90",0.30286495175119,0.181672520665646,0.364262898002149,0.537646356901007,0.442581533609167,0.281446406113395,0.162346993454563
"91",0.276780805398564,0.149943071643032,0.336293225203981,0.51008408258516,0.383896720529932,0.233660280537297,0.0961369987718614
"92",0.3201923842819,0.12324310302693,0.337052877491599,0.516374139908562,0.384484831025747,0.211786963270547,0.0844985788637376
"93",0.34597240021513,0.127882315966908,0.330610113867684,0.513177134866594,0.385065454783548,0.226896872739976,0.104518949148466
"94",0.329199305072993,0.195434796319054,0.331965747348181,0.544890436067352,0.409642807708,0.200802240303142,0.0983109191980223
"95",0.407989851771115,0.124473864156356,0.242936279642995,0.553134230369183,0.451739153691115,0.0753952985391264,0.0173363243438194
"96",0.29249279396798,0.22063170743262,0.337442649518068,0.456180458160098,0.330180328538895,0.233389302717734,0.129330535353481
"97",0.369635152412895,0.0997698543709489,0.283100410681528,0.569921599636893,0.426042638274348,0.144634168635223,0.0501212811517787
"98",0.363528308687744,0.0879612785267787,0.245129321931675,0.526487269130415,0.366829909187666,0.115654495772105,0.044333723129898
"99",0.328868235410403,0.12557416273148,0.223676542850315,0.514942028856292,0.39264518839797,0.149678366930771,0.0598587828195856
"100",0.333649214542327,0.195014191914717,0.307891461499753,0.522132151373239,0.468398872284754,0.205056899298451,0.166110338878187
"101",0.382147051889868,0.127437067908787,0.279857645083511,0.554254470117028,0.44337666842869,0.145610052530692,0.105553434097815
"102",0.405699281520885,0.170091123444787,0.301423707864649,0.572928252483529,0.459717423561407,0.168681663289415,0.103914364026804
"103",0.333820827206181,0.11983534017465,0.299544374806878,0.492710935156914,0.421733945174156,0.207946704628283,0.122221445694373
"104",0.380172278478042,0.153624909478104,0.293585108507552,0.581149217649899,0.480210390853491,0.162034431134561,0.110052487438933
"105",0.311937446851054,0.158382636508343,0.288067585168932,0.55440472247689,0.420420086326738,0.218927143631654,0.125157055061566
"106",0.324455203735489,0.160920354597902,0.355226295556962,0.532070442519419,0.448364213905988,0.264250147264009,0.149874707151331
"107",0.353138724049924,0.146143863287424,0.308389706292171,0.546494656104283,0.453715121911139,0.199835439876887,0.123794931813569
"108",0.393823012402425,0.208041732601209,0.339738319546131,0.583569316525366,0.525079969388457,0.212868070426186,0.134661863932266
"109",0.350728510253275,0.171988299095532,0.311325976234192,0.610317978168135,0.453107028848791,0.169895068848954,0.0926664206357194
"110",0.308766020337776,0.129464511212138,0.297266602498721,0.498216130822843,0.369602134371118,0.178000308231181,0.0549372755917159
"111",0.366282722649854,0.149171048128378,0.32909140573549,0.584758930357403,0.4509854617835,0.194422710435926,0.115261921380353
"112",0.247707906446647,0.156359159453164,0.256012543028266,0.466313772299219,0.309287691473518,0.187118253988254,0.0477732246899266
"113",0.350025605787174,0.127249936412484,0.333168342771766,0.554486328321606,0.452406336696073,0.201042962347375,0.108534685529217
"114",0.352867435025472,0.194099028139338,0.362616467700382,0.54326137284129,0.444586905623082,0.261114075988434,0.115759648178386
"115",0.276082600212388,0.113375768738407,0.290951459447305,0.47629999481981,0.3670936533056,0.228031864283677,0.117780696943931
